2026-06-08 19:58:26: -- Analysis Started by Periodic Timer
2026-06-08 19:58:26: L: Reading State File C:/Users/DavoodYa/Documents/WindowsPowerShell/_gsdata_/_file_state_v4._gs
2026-06-08 19:58:26: R: Reading State File H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/_gsdata_/_file_state_v4._gs
2026-06-08 19:58:26: R: State file does not exist: H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/_gsdata_/_file_state_v4._gs
2026-06-08 19:58:26: /Help/Storage/en-US/FileShare.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/FileStorageTier.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/InitiatorId.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/InitiatorPort.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/MaskingSet.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/OffloadDataTransferSetting.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/Partition.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/ResiliencySetting.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/StorageCmdlets.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/StorageEnclosure.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/StorageJob.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/StorageNode.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/StoragePool.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/StorageProvider.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/StorageReliabilityCounter.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/StorageScripts-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/StorageSetting.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/StorageSubSystem.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/StorageTier.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/TargetPort.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/TargetPortal.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/VirtualDisk.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/en-US/Volume.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Storage/Storage_41486f7d-842f-40f1-ace4-8405f9c2ed9b_HelpInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/ThreadJob/en-US/Microsoft.PowerShell.ThreadJob.dll-Help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/ThreadJob/ThreadJob_0e7b895d-2fec-43f7-8cae-11e8d16f6e40_HelpInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/TLS/en-US/Microsoft.WindowsAuthenticationProtocols.Commands.dll-Help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/TLS/TLS_1e28c697-2370-42f2-ace1-5ac8777f8053_HelpInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/TroubleshootingPack/en-US/Microsoft.Windows.Diagnosis.TroubleshootingPack.dll-Help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/TroubleshootingPack/TroubleshootingPack_d6fdb0d8-2b0f-406b-afc6-68f60569ebdf_HelpInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/TrustedPlatformModule/en-US/Microsoft.Tpm.Commands.dll-Help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/TrustedPlatformModule/TrustedPlatformModule_17fc1f02-cff3-45fb-ac4f-126594c70b1e_HelpInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/UEV/en-US/Microsoft.Uev.Commands.dll-Help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/UEV/UEV_d22e34c9-0a99-47d7-98f3-c0570257deb6_HelpInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/VpnClient/en-US/PS_EapConfiguration_v1.0.0.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/VpnClient/en-US/PS_VpnConnection_v1.0.0.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/VpnClient/en-US/PS_VpnConnectionIPsecConfiguration_v1.0.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/VpnClient/en-US/PS_VpnConnectionProxy_v1.0.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/VpnClient/en-US/PS_VpnConnectionRoute_v1.0.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/VpnClient/en-US/PS_VpnConnectionTrigger_v1.0.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/VpnClient/en-US/PS_VpnConnectionTriggerApplication_v1.0.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/VpnClient/en-US/PS_VpnConnectionTriggerDnsConfiguration_v1.0.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/VpnClient/en-US/PS_VpnConnectionTriggerTrustedNetwork_v1.0.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/VpnClient/en-US/PS_VpnServerAddress_v1.0.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/VpnClient/VpnClient_3389cc73-daa3-4d25-bd50-b1730925d2df_HelpInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Wdac/en-US/MSFT_OdbcDriverTask_v1.0.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Wdac/en-US/MSFT_OdbcDsnTask_v1.0.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Wdac/en-US/MSFT_OdbcPerfCounterTask_v1.0.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Wdac/en-US/MSFT_WdacBidTraceTask_v1.0.cdxml-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Wdac/Wdac_78a7a38c-a446-43fe-b643-9abacf843112_HelpInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Whea/en-US/Microsoft.Windows.Whea.WheaMemoryPolicy.dll-Help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/Whea/Whea_b7bf4d74-f837-430e-810f-234f26021253_HelpInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/WindowsDeveloperLicense/en-US/Microsoft.Windows.DeveloperLicense.Commands.dll-Help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/WindowsDeveloperLicense/WindowsDeveloperLicense_8ab5fe0d-db4a-49f2-93a3-040cf12840cc_HelpInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/WindowsErrorReporting/en-US/Microsoft.WindowsErrorReporting.PowerShell.dll-Help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/WindowsErrorReporting/WindowsErrorReporting_4bc4ded7-249b-41ac-973f-83af4d25d82b_HelpInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/WindowsSearch/en-US/Microsoft.WindowsSearch.Commands.dll-Help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/WindowsSearch/WindowsSearch_562c6233-eaee-4876-b36c-d6b1f256d4e6_HelpInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/WindowsUpdate/en-US/WindowsUpdateLog.psm1-help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Help/WindowsUpdate/WindowsUpdate_db6155f2-9e89-45cf-876a-f15141294f5b_HelpInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak.20260604-010053.ef75c5fa: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak.20260604-010054.171d32b0: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak.20260604-010054.56ff1467: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak.20260604-010055.171d32b0: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak.20260604-010616.56ff1467: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak.20260604-010617.171d32b0: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak.20260604-013410.11076d0f: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak.20260604-013411.8e533afa: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak.20260604-015901.11076d0f: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak.20260604-015901.8e533afa: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak.20260604-020318.11076d0f: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak.20260604-020319.8e533afa: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak.20260604-021153.11076d0f: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Microsoft.PowerShell_profile.ps1.bak.20260604-021153.8e533afa: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/.signature.p7s: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/en-US/ConsoleGuiToolsModule.dll-Help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/LICENSE.txt: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/Microsoft.PowerShell.ConsoleGuiTools.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/Microsoft.PowerShell.ConsoleGuiTools.psd1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/Microsoft.PowerShell.OutGridView.Models.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/NOTICE.txt: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/NStack.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/PSGetModuleInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/README.md: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.PowerShell.ConsoleGuiTools/0.7.7/Terminal.Gui.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/Format.ps1xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/Microsoft.WinGet.Client.Cmdlets.dll-Help.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/Microsoft.WinGet.Client.psd1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/DirectDependencies/Microsoft.WinGet.Client.Engine.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/Microsoft.WinGet.Client.Cmdlets.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/arm64/Microsoft.Management.Deployment.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/arm64/Microsoft.Management.Deployment.winmd: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/arm64/WindowsPackageManager.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/arm64/winrtact.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Microsoft.Win32.Registry.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Microsoft.WinGet.SharedLib.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Newtonsoft.Json.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Octokit.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/Semver.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x64/Microsoft.Management.Deployment.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x64/Microsoft.Management.Deployment.winmd: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x64/WindowsPackageManager.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x64/winrtact.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x86/Microsoft.Management.Deployment.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x86/Microsoft.Management.Deployment.winmd: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x86/WindowsPackageManager.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net48/SharedDependencies/x86/winrtact.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/DirectDependencies/Microsoft.WinGet.Client.Engine.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/Microsoft.WinGet.Client.Cmdlets.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/arm64/Microsoft.Management.Deployment.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/arm64/Microsoft.Management.Deployment.winmd: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/arm64/WindowsPackageManager.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/arm64/winrtact.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/Microsoft.WinGet.SharedLib.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/Newtonsoft.Json.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/Octokit.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/Semver.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x64/Microsoft.Management.Deployment.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x64/Microsoft.Management.Deployment.winmd: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x64/WindowsPackageManager.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x64/winrtact.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x86/Microsoft.Management.Deployment.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x86/Microsoft.Management.Deployment.winmd: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x86/WindowsPackageManager.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/net8.0-windows10.0.26100.0/SharedDependencies/x86/winrtact.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/NOTICE.txt: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.Client/1.12.440/PSGetModuleInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/.signature.p7s: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/bsi.cose: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/bsi.json: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/ESRPClientLogs1210222435933.json: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/manifest.cat: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/manifest.spdx.cose: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/manifest.spdx.json: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/_manifest/spdx_2.2/manifest.spdx.json.sha256: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/LICENSE: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/Microsoft.WinGet.CommandNotFound.dll: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/Microsoft.WinGet.CommandNotFound.psd1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/PSGetModuleInfo.xml: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/Microsoft.WinGet.CommandNotFound/1.0.6.0/ValidateOS.psm1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/Microsoft.PowerShell_profile.ps1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/_ascii_check.ps1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/CHANGELOG.md: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/FEATURES-TODO.md: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/LICENSE: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/MEMORY-02-25-2026-CHAT1.md: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/MEMORY-02-25-2026-CHAT2.md: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/MEMORY-02-26-2026-CHAT3.md: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/Microsoft.PowerShell_profile.ps1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/NppCLI.psd1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/NppCLI.psm1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/Private/Config.ps1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/Private/EditorResolver.ps1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/Private/FileResolver.ps1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/Private/HelpSystem.ps1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/README.md: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/test_syntax.ps1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/Tests/NppCLI.Tests.ps1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI/Usage-Guide.md: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI.psd1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/NppCLI.psm1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/old-npp.ps1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/README.md: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /Modules/NppCLI/test_syntax.ps1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /powershell.config.json: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /shell-integration_v1.ps1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: /shutdowner.ps1: Warning: Older file to replace Newer file
2026-06-08 19:58:26: Changes: 599, Conflicts: 0, CopyTime: 0, FixState: 40,627, Errors: 0, All: 41227
2026-06-08 19:58:26: Left to Right: Copy File: 599 
2026-06-08 19:58:26: == Sync Started by Periodic Timer
2026-06-08 19:58:26: ConnectCloned connected to file:///C:/Users/DavoodYa/Documents/WindowsPowerShell
2026-06-08 19:58:26: ConnectCloned connected to file:///C:/Users/DavoodYa/Documents/WindowsPowerShell
2026-06-08 19:58:26: ConnectCloned connected to file:///H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync
2026-06-08 19:58:26: ConnectCloned connected to file:///C:/Users/DavoodYa/Documents/WindowsPowerShell
2026-06-08 19:58:26: ConnectCloned connected to file:///H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync
2026-06-08 19:58:26: ConnectCloned connected to file:///H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync
2026-06-08 19:58:27: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/AppBackgroundTask/AppBackgroundTask_eb40bd55-3bab-4fa6-88ee-0dcf3cad5a25_HelpInfo.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/AppBackgroundTask/AppBackgroundTask_eb40bd55-3bab-4fa6-88ee-0dcf3cad5a25_HelpInfo.xml' (379)
2026-06-08 19:58:27: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/Appx/Appx_aeef2bef-eba9-4a1d-a3d2-d0b52df76deb_HelpInfo.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/Appx/Appx_aeef2bef-eba9-4a1d-a3d2-d0b52df76deb_HelpInfo.xml' (379)
2026-06-08 19:58:27: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/Appx/en-US/Microsoft.Windows.Appx.PackageManager.Commands.dll-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/Appx/en-US/Microsoft.Windows.Appx.PackageManager.Commands.dll-help.xml' (127,769)
2026-06-08 19:58:27: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/AssignedAccess/AssignedAccess_9e72217e-9e27-45f7-81fc-048763587e0a_HelpInfo.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/AssignedAccess/AssignedAccess_9e72217e-9e27-45f7-81fc-048763587e0a_HelpInfo.xml' (379)
2026-06-08 19:58:27: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/AppBackgroundTask/en-US/PS_BackgroundTask.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/AppBackgroundTask/en-US/PS_BackgroundTask.cdxml-help.xml' (32,590)
2026-06-08 19:58:27: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/AppBackgroundTask/en-US/microsoft.windows.appbackgroundtask.commands.dll-Help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/AppBackgroundTask/en-US/microsoft.windows.appbackgroundtask.commands.dll-Help.xml' (14,440)
